latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.627415,-122.17464,179.0,-25200,America/Los_Angeles,GMT-7

time,temperature_2m_mean (°C),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h)
2007-12-10,0.3,28800.00,0.00,0.00,0.00,8.6
2007-12-11,0.6,12464.37,0.00,0.00,0.00,18.9
2007-12-12,2.1,20636.70,0.90,0.80,0.14,17.4
2007-12-13,2.1,866.20,6.60,6.60,0.00,21.4
2007-12-14,4.2,5786.98,2.30,2.30,0.00,16.3
2007-12-15,4.1,5802.78,6.00,6.00,0.00,29.4
2007-12-16,4.6,7458.15,6.90,6.90,0.00,20.2
2007-12-17,2.8,24265.73,5.40,5.40,0.00,20.5
2007-12-18,3.3,600.34,12.90,12.90,0.00,26.3
2007-12-19,4.4,2548.08,8.60,8.60,0.00,30.3
2007-12-20,2.4,28800.00,9.90,8.40,1.05,15.1
2007-12-21,1.6,19893.78,0.00,0.00,0.00,13.9
2007-12-22,2.5,5692.91,12.30,11.60,0.49,23.2
2007-12-23,4.3,0.00,24.40,24.40,0.00,22.1
2007-12-24,2.7,28703.44,3.30,3.30,0.00,13.7
2007-12-25,1.4,278.83,3.30,2.50,0.56,20.0
2007-12-26,1.1,13763.37,6.10,5.40,0.49,19.3
2007-12-27,0.4,0.00,9.00,5.90,2.17,18.9
2007-12-28,2.6,17661.05,7.30,6.80,0.35,24.5
2007-12-29,1.9,4893.51,3.60,3.50,0.07,24.2
2007-12-30,1.9,19514.30,1.90,0.50,0.98,20.7
2007-12-31,1.3,28325.81,0.00,0.00,0.00,12.6
2008-01-01,2.6,2685.14,0.00,0.00,0.00,20.0
2008-01-02,2.7,3732.55,8.40,6.60,1.26,19.4
2008-01-03,3.5,1180.68,10.30,10.30,0.00,24.5
2008-01-04,5.7,15481.80,7.70,7.70,0.00,29.2
2008-01-05,3.5,10914.22,4.50,4.40,0.07,37.9
2008-01-06,1.5,25864.53,1.00,1.00,0.00,21.6
2008-01-07,0.9,25600.91,2.90,2.00,0.63,16.2
2008-01-08,1.8,4730.71,10.60,5.70,3.50,20.5
2008-01-09,2.2,14114.09,3.60,3.30,0.21,19.8
2008-01-10,4.3,896.68,18.70,16.70,1.40,24.8
2008-01-11,5.4,9480.20,5.00,5.00,0.00,25.0
2008-01-12,5.2,10279.52,6.80,6.80,0.00,22.3
2008-01-13,5.2,30229.48,0.00,0.00,0.00,16.3
2008-01-14,3.5,0.00,14.30,12.20,1.54,23.1
2008-01-15,-0.3,30551.37,0.00,0.00,0.00,9.7
2008-01-16,-0.2,29678.27,0.00,0.00,0.00,7.4
2008-01-17,0.5,16345.32,0.00,0.00,0.00,8.2
2008-01-18,0.7,28800.00,0.00,0.00,0.00,7.7
2008-01-19,1.5,8.11,8.70,8.30,0.28,21.6
2008-01-20,1.5,31509.81,0.30,0.30,0.00,9.7
2008-01-21,-1.9,31598.53,0.00,0.00,0.00,11.8
2008-01-22,-1.8,31688.54,0.00,0.00,0.00,9.0
2008-01-23,-1.7,31779.68,0.00,0.00,0.00,11.5
2008-01-24,-1.4,31871.82,0.00,0.00,0.00,14.0
2008-01-25,-1.4,31964.82,0.00,0.00,0.00,9.0
2008-01-26,-0.9,3815.36,4.40,3.30,0.84,23.8
2008-01-27,-0.3,31255.51,6.70,4.50,1.54,19.9
2008-01-28,-0.8,27275.53,3.90,1.30,2.03,20.5
2008-01-29,1.3,23247.27,9.30,7.20,1.47,25.0
2008-01-30,1.4,18772.61,5.60,4.50,0.77,30.3
2008-01-31,2.4,18799.18,5.60,5.30,0.21,29.5
2008-02-01,2.1,32400.00,4.80,4.60,0.14,23.5
2008-02-02,2.0,28634.66,0.40,0.40,0.00,17.5
2008-02-03,0.6,32516.03,0.00,0.00,0.00,8.7
2008-02-04,0.6,10375.90,2.20,2.10,0.14,16.5
2008-02-05,2.4,12887.88,10.30,10.30,0.00,36.4
2008-02-06,1.5,220.11,13.80,9.80,2.80,35.0
2008-02-07,3.8,29065.97,8.30,8.30,0.00,40.0
2008-02-08,3.5,0.00,15.20,15.20,0.00,24.2
2008-02-09,6.1,1511.91,7.40,7.40,0.00,22.7
2008-02-10,6.1,11318.21,5.20,5.20,0.00,25.5
2008-02-11,4.9,1465.24,3.90,3.90,0.00,18.1
2008-02-12,4.9,23231.33,7.00,6.40,0.42,24.7
2008-02-13,2.1,33148.23,1.60,1.30,0.21,10.5
2008-02-14,2.1,33827.37,0.00,0.00,0.00,7.9
2008-02-15,2.7,10309.57,1.90,1.90,0.00,7.9
2008-02-16,4.0,11541.08,0.00,0.00,0.00,7.4
2008-02-17,2.4,36283.61,0.00,0.00,0.00,12.2
2008-02-18,2.8,36695.42,0.00,0.00,0.00,9.8
2008-02-19,4.6,36387.70,0.00,0.00,0.00,11.9
2008-02-20,5.9,26412.92,0.00,0.00,0.00,10.5
2008-02-21,4.4,37553.29,0.00,0.00,0.00,13.5
2008-02-22,6.1,37265.17,0.80,0.80,0.00,16.2
2008-02-23,5.9,37051.63,0.00,0.00,0.00,16.6
2008-02-24,5.4,23364.24,0.00,0.00,0.00,12.4
2008-02-25,5.6,34207.97,0.00,0.00,0.00,13.0
2008-02-26,6.0,25297.85,0.00,0.00,0.00,10.0
2008-02-27,6.6,12945.49,1.00,1.00,0.00,14.8
2008-02-28,7.5,23381.97,1.30,1.30,0.00,9.6
2008-02-29,7.0,21575.29,5.00,5.00,0.00,25.1
2008-03-01,4.8,35101.96,4.10,4.10,0.00,17.4
2008-03-02,3.8,35725.59,0.00,0.00,0.00,9.7
2008-03-03,3.9,16258.04,7.30,7.30,0.00,25.9
2008-03-04,4.0,39234.28,0.70,0.70,0.00,10.8
2008-03-05,3.4,39324.44,0.00,0.00,0.00,11.8
2008-03-06,4.9,36210.33,0.30,0.30,0.00,12.8
2008-03-07,7.1,20307.79,0.90,0.90,0.00,12.2
2008-03-08,6.6,39172.91,1.90,1.90,0.00,12.7
2008-03-09,6.5,27907.09,0.40,0.40,0.00,8.4
2008-03-10,8.5,4527.35,4.90,4.90,0.00,22.2
2008-03-11,5.7,28848.22,3.80,3.80,0.00,25.6
2008-03-12,4.4,36696.52,0.10,0.10,0.00,9.3
2008-03-13,3.4,360.88,7.60,7.60,0.00,17.9
2008-03-14,3.9,6784.71,7.90,7.90,0.00,15.5
2008-03-15,4.1,33093.20,3.70,3.70,0.00,8.3
2008-03-16,4.2,15891.43,1.90,1.90,0.00,23.8
2008-03-17,4.3,9287.59,6.00,6.00,0.00,24.5
2008-03-18,4.4,37594.17,3.90,3.90,0.00,9.8
2008-03-19,4.4,33181.86,1.40,1.40,0.00,19.4
2008-03-20,4.2,32319.63,3.10,3.00,0.07,26.3
2008-03-21,3.7,40590.62,0.60,0.60,0.00,26.7
2008-03-22,5.6,39894.91,0.00,0.00,0.00,17.5
2008-03-23,4.9,12778.10,14.50,14.50,0.00,29.5
2008-03-24,3.9,42760.79,0.80,0.80,0.00,16.6
2008-03-25,2.6,26284.09,2.20,2.20,0.00,20.2
2008-03-26,3.1,25606.85,4.20,3.90,0.21,20.9
2008-03-27,2.2,43129.88,3.10,2.30,0.56,20.9
2008-03-28,1.1,8011.79,10.40,7.20,2.24,15.4
2008-03-29,2.0,42930.95,10.10,7.60,1.82,11.2
2008-03-30,1.5,38691.52,3.70,1.00,1.89,8.8
2008-03-31,2.2,43916.47,4.80,4.40,0.28,11.3
2008-04-01,1.6,45243.54,0.00,0.00,0.00,11.8
2008-04-02,4.1,45352.94,0.00,0.00,0.00,11.9
2008-04-03,5.4,41022.28,0.00,0.00,0.00,7.3
2008-04-04,4.1,15050.54,5.20,5.20,0.00,17.3
2008-04-05,4.4,21885.04,2.60,2.60,0.00,17.2
2008-04-06,5.5,42497.30,4.10,4.10,0.00,20.9
2008-04-07,4.8,32578.22,6.80,6.80,0.00,20.2
2008-04-08,4.3,28842.28,2.30,2.30,0.00,15.3
2008-04-09,4.1,41089.21,2.00,2.00,0.00,6.0
2008-04-10,5.7,31713.33,4.30,4.30,0.00,11.4
2008-04-11,7.9,46298.54,0.00,0.00,0.00,9.8
2008-04-12,12.0,47368.74,0.00,0.00,0.00,9.3
2008-04-13,9.2,14827.92,0.60,0.60,0.00,9.2
2008-04-14,5.0,40403.63,14.40,14.40,0.00,11.2
2008-04-15,4.3,35257.30,1.60,1.60,0.00,12.0
2008-04-16,6.0,22610.87,0.00,0.00,0.00,9.7
2008-04-17,6.6,43225.97,1.10,1.10,0.00,7.7
2008-04-18,3.5,47465.20,16.50,16.30,0.14,12.1
2008-04-19,2.4,42000.27,6.40,5.80,0.42,12.4
2008-04-20,2.1,45559.48,2.20,1.90,0.21,7.0
2008-04-21,3.5,48917.21,1.90,1.90,0.00,10.8
2008-04-22,5.8,38899.56,0.40,0.40,0.00,11.6
2008-04-23,6.6,36216.45,5.80,5.80,0.00,13.7
2008-04-24,6.4,24583.79,2.00,2.00,0.00,19.1
2008-04-25,6.1,50048.97,1.40,1.40,0.00,9.7
2008-04-26,8.3,40442.80,0.00,0.00,0.00,7.3
2008-04-27,10.7,31325.06,1.30,1.30,0.00,9.5
2008-04-28,9.4,32798.84,7.50,7.50,0.00,19.5
2008-04-29,5.6,48506.02,7.50,7.50,0.00,18.7
2008-04-30,5.1,50400.00,1.20,1.20,0.00,11.6
2008-05-01,6.6,43609.16,0.00,0.00,0.00,13.0
2008-05-02,7.9,32499.84,0.00,0.00,0.00,12.8
2008-05-03,8.1,22125.41,0.60,0.60,0.00,8.7
2008-05-04,10.1,46339.12,0.00,0.00,0.00,12.4
2008-05-05,11.2,49989.64,0.00,0.00,0.00,11.5
2008-05-06,9.4,22365.83,0.00,0.00,0.00,7.7
2008-05-07,8.3,37812.03,0.30,0.30,0.00,12.6
2008-05-08,6.9,33409.51,0.10,0.10,0.00,13.7
2008-05-09,7.7,48476.68,0.00,0.00,0.00,9.9
2008-05-10,8.7,1813.70,2.00,2.00,0.00,15.0
2008-05-11,6.9,50475.10,10.20,10.20,0.00,15.5
2008-05-12,7.5,9699.01,0.00,0.00,0.00,5.6
2008-05-13,7.4,160.11,7.60,7.60,0.00,14.8
2008-05-14,10.9,1762.46,10.00,10.00,0.00,13.3
2008-05-15,13.6,51652.41,0.00,0.00,0.00,17.9
2008-05-16,16.5,51622.20,0.00,0.00,0.00,14.4
2008-05-17,19.5,51592.08,0.00,0.00,0.00,15.3
2008-05-18,16.7,51176.97,0.00,0.00,0.00,11.0
2008-05-19,16.7,38357.54,0.00,0.00,0.00,13.6
2008-05-20,11.2,32802.09,12.30,12.30,0.00,18.1
2008-05-21,9.4,41956.48,5.20,5.20,0.00,8.8
2008-05-22,8.9,17215.75,0.10,0.10,0.00,11.8
2008-05-23,10.9,30008.04,0.00,0.00,0.00,11.4
2008-05-24,14.8,51389.03,0.00,0.00,0.00,12.9
2008-05-25,14.7,44979.89,0.30,0.30,0.00,11.9
2008-05-26,14.3,47924.01,2.10,2.10,0.00,7.7
2008-05-27,14.2,49237.31,1.70,1.70,0.00,10.8
2008-05-28,13.9,50189.09,0.30,0.30,0.00,7.8
2008-05-29,10.9,47755.80,1.00,1.00,0.00,13.0
2008-05-30,10.7,54331.55,0.00,0.00,0.00,6.5
2008-05-31,11.6,50327.45,1.60,1.60,0.00,6.9
2008-06-01,10.7,18180.71,0.00,0.00,0.00,9.4
2008-06-02,11.1,26952.53,0.00,0.00,0.00,11.7
2008-06-03,9.8,16223.95,22.20,22.20,0.00,10.4
2008-06-04,9.1,6988.83,3.50,3.50,0.00,11.6
2008-06-05,9.1,13709.48,4.40,4.40,0.00,22.3
2008-06-06,8.2,26037.72,14.20,14.20,0.00,23.3
2008-06-07,9.7,45592.98,1.00,1.00,0.00,9.6
2008-06-08,9.8,7357.06,0.00,0.00,0.00,8.7
2008-06-09,8.6,26648.98,11.50,11.50,0.00,30.2
2008-06-10,8.3,16475.64,5.10,5.10,0.00,19.7
2008-06-11,9.5,6253.12,0.70,0.70,0.00,16.6
2008-06-12,11.6,39346.27,0.00,0.00,0.00,6.8
2008-06-13,11.5,42447.25,0.40,0.40,0.00,14.4
2008-06-14,11.0,46365.27,0.00,0.00,0.00,7.2
2008-06-15,12.4,56614.29,0.00,0.00,0.00,10.9
2008-06-16,13.8,56613.09,0.00,0.00,0.00,6.6
2008-06-17,10.7,8306.55,0.10,0.10,0.00,14.0
2008-06-18,11.2,27582.28,0.00,0.00,0.00,7.7
2008-06-19,13.3,50698.22,0.00,0.00,0.00,10.7
2008-06-20,16.5,51091.73,0.00,0.00,0.00,10.5
2008-06-21,17.7,9472.73,0.10,0.10,0.00,19.4
2008-06-22,13.4,31454.13,0.40,0.40,0.00,19.8
2008-06-23,13.4,44373.78,0.00,0.00,0.00,7.2
2008-06-24,13.2,51550.59,0.00,0.00,0.00,11.4
2008-06-25,14.4,55608.51,0.00,0.00,0.00,9.3
2008-06-26,12.6,48975.89,0.00,0.00,0.00,13.7
2008-06-27,15.7,55630.82,0.00,0.00,0.00,17.2
2008-06-28,20.3,56051.30,0.00,0.00,0.00,15.6
2008-06-29,22.9,55657.16,0.00,0.00,0.00,11.8
2008-06-30,22.3,55671.71,0.00,0.00,0.00,9.7
2008-07-01,19.5,55280.41,0.00,0.00,0.00,11.9
2008-07-02,20.7,50130.27,0.00,0.00,0.00,14.5
2008-07-03,18.0,51082.34,8.10,8.10,0.00,10.4
2008-07-04,16.6,41350.64,0.00,0.00,0.00,15.8
2008-07-05,15.8,19825.97,4.00,4.00,0.00,18.9
2008-07-06,14.9,48191.25,2.40,2.40,0.00,8.5
2008-07-07,15.6,54988.26,0.00,0.00,0.00,14.2
2008-07-08,18.1,55009.79,0.00,0.00,0.00,12.3
2008-07-09,18.7,54629.63,0.00,0.00,0.00,12.2
2008-07-10,16.1,54633.25,0.00,0.00,0.00,10.1
2008-07-11,16.4,54618.29,0.00,0.00,0.00,14.7
2008-07-12,18.8,54601.34,0.00,0.00,0.00,13.6
2008-07-13,19.6,54582.36,0.00,0.00,0.00,13.7
2008-07-14,18.7,54162.89,0.00,0.00,0.00,11.4
2008-07-15,19.0,54140.45,0.00,0.00,0.00,13.5
2008-07-16,18.4,54116.21,0.00,0.00,0.00,9.1
2008-07-17,17.4,53694.46,0.00,0.00,0.00,8.1
2008-07-18,14.8,41926.06,0.00,0.00,0.00,11.9
2008-07-19,16.2,53542.07,0.00,0.00,0.00,11.6
2008-07-20,17.4,53481.24,0.00,0.00,0.00,11.1
2008-07-21,17.8,53418.23,0.00,0.00,0.00,11.5
2008-07-22,15.0,27704.89,0.20,0.20,0.00,14.4
2008-07-23,14.1,44823.57,0.00,0.00,0.00,11.9
2008-07-24,16.6,53216.81,0.00,0.00,0.00,13.2
2008-07-25,17.9,51314.55,0.00,0.00,0.00,7.6
2008-07-26,16.4,29536.25,0.00,0.00,0.00,9.9
2008-07-27,15.8,33772.64,7.70,7.70,0.00,11.8
2008-07-28,17.0,49538.58,0.00,0.00,0.00,5.4
2008-07-29,14.1,1412.56,3.00,3.00,0.00,21.0
2008-07-30,13.7,52228.57,6.40,6.40,0.00,10.5
2008-07-31,14.3,40914.51,2.60,2.60,0.00,13.8
2008-08-01,15.2,49146.38,5.30,5.30,0.00,20.8
2008-08-02,14.0,36692.88,1.20,1.20,0.00,7.8
2008-08-03,14.9,51617.35,0.00,0.00,0.00,11.2
2008-08-04,17.7,51654.97,0.00,0.00,0.00,16.6
2008-08-05,20.3,51323.34,0.00,0.00,0.00,15.1
2008-08-06,21.3,50994.71,0.00,0.00,0.00,5.6
2008-08-07,20.9,50668.54,0.00,0.00,0.00,8.7
2008-08-08,17.9,50635.74,0.00,0.00,0.00,11.7
2008-08-09,15.3,33608.20,0.60,0.60,0.00,19.2
2008-08-10,15.2,45004.69,0.10,0.10,0.00,14.1
2008-08-11,17.3,44994.86,0.00,0.00,0.00,8.4
2008-08-12,18.0,48487.51,0.00,0.00,0.00,10.8
2008-08-13,18.4,41570.58,0.00,0.00,0.00,16.9
2008-08-14,21.2,49850.26,0.00,0.00,0.00,14.7
2008-08-15,23.1,46800.00,0.00,0.00,0.00,14.3
2008-08-16,23.5,49691.18,0.00,0.00,0.00,13.6
2008-08-17,24.1,44059.83,0.00,0.00,0.00,7.6
2008-08-18,18.4,29311.25,2.70,2.70,0.00,13.8
2008-08-19,16.2,30428.46,9.80,9.80,0.00,16.4
2008-08-20,15.0,30811.83,12.20,12.20,0.00,24.5
2008-08-21,14.2,39770.35,8.20,8.20,0.00,18.3
2008-08-22,15.5,47706.45,0.00,0.00,0.00,7.2
2008-08-23,18.5,48093.17,0.00,0.00,0.00,7.2
2008-08-24,17.1,20542.71,8.90,8.90,0.00,16.1
2008-08-25,13.5,36282.59,15.40,15.40,0.00,7.5
2008-08-26,13.1,41206.62,0.90,0.90,0.00,16.8
2008-08-27,13.8,39573.76,8.70,8.70,0.00,21.8
2008-08-28,14.6,7574.67,3.80,3.80,0.00,19.4
2008-08-29,16.0,29692.08,5.80,5.80,0.00,23.0
2008-08-30,11.8,46015.07,0.00,0.00,0.00,11.0
2008-08-31,11.2,45650.82,0.30,0.30,0.00,11.5
2008-09-01,12.2,43781.90,0.00,0.00,0.00,11.5
2008-09-02,12.3,45656.88,0.00,0.00,0.00,10.0
2008-09-03,13.0,44096.05,0.00,0.00,0.00,11.3
2008-09-04,13.5,44154.01,0.00,0.00,0.00,11.5
2008-09-05,14.1,43869.01,0.00,0.00,0.00,8.7
2008-09-06,15.4,44613.53,0.00,0.00,0.00,14.2
2008-09-07,15.7,44329.29,0.00,0.00,0.00,19.6
2008-09-08,15.9,43200.00,0.00,0.00,0.00,16.8
2008-09-09,15.0,43763.01,0.00,0.00,0.00,12.8
2008-09-10,14.4,43480.71,0.00,0.00,0.00,14.1
2008-09-11,15.5,43540.18,0.00,0.00,0.00,12.9
2008-09-12,15.5,43258.36,0.00,0.00,0.00,10.5
2008-09-13,14.9,43318.18,0.00,0.00,0.00,13.1
2008-09-14,15.7,43200.00,0.00,0.00,0.00,17.0
2008-09-15,16.8,43200.00,0.00,0.00,0.00,11.3
2008-09-16,17.2,43200.00,0.00,0.00,0.00,14.7
2008-09-17,17.6,43200.00,0.00,0.00,0.00,7.1
2008-09-18,15.0,43200.00,0.00,0.00,0.00,10.6
2008-09-19,13.4,34651.11,0.00,0.00,0.00,5.6
2008-09-20,11.4,0.00,11.20,11.20,0.00,9.1
2008-09-21,11.6,35523.32,7.50,7.50,0.00,7.3
2008-09-22,10.5,41938.30,9.30,9.30,0.00,11.8
2008-09-23,10.4,36154.66,0.00,0.00,0.00,9.8
2008-09-24,12.6,34139.30,2.60,2.60,0.00,16.9
2008-09-25,12.7,24008.89,5.30,5.30,0.00,22.0
2008-09-26,14.0,36142.84,0.20,0.20,0.00,10.0
2008-09-27,13.1,41552.72,0.00,0.00,0.00,9.7
2008-09-28,12.5,41912.29,0.00,0.00,0.00,15.3
2008-09-29,14.5,41707.84,0.00,0.00,0.00,13.0
2008-09-30,14.7,40305.69,0.10,0.10,0.00,8.4
2008-10-01,15.7,35341.43,0.00,0.00,0.00,7.5
2008-10-02,15.0,15977.73,4.70,4.70,0.00,16.3
2008-10-03,13.3,4139.83,5.70,5.70,0.00,16.6
2008-10-04,12.1,16323.22,13.80,13.80,0.00,34.7
2008-10-05,10.2,19043.01,4.50,4.50,0.00,14.0
2008-10-06,11.2,0.00,9.80,9.80,0.00,20.2
2008-10-07,10.3,36384.78,9.80,9.80,0.00,30.2
2008-10-08,7.3,37420.41,1.40,1.40,0.00,8.6
2008-10-09,6.2,36000.00,0.00,0.00,0.00,11.8
2008-10-10,7.2,36354.65,0.00,0.00,0.00,15.3
2008-10-11,6.2,37474.05,0.00,0.00,0.00,14.0
2008-10-12,8.9,36822.31,0.20,0.20,0.00,10.9
2008-10-13,10.5,11045.95,15.30,15.30,0.00,22.3
2008-10-14,7.6,36214.07,1.20,1.20,0.00,10.2
2008-10-15,6.0,23658.22,2.40,2.40,0.00,10.0
2008-10-16,9.1,4425.84,2.60,2.60,0.00,17.4
2008-10-17,12.4,27645.51,4.40,4.40,0.00,17.4
2008-10-18,9.0,35016.06,2.10,2.10,0.00,11.9
2008-10-19,6.7,35113.00,0.00,0.00,0.00,7.8
2008-10-20,7.8,22054.05,7.60,7.60,0.00,22.0
2008-10-21,6.7,36000.00,0.00,0.00,0.00,10.9
2008-10-22,8.0,36000.00,0.00,0.00,0.00,14.8
2008-10-23,7.4,34451.86,0.00,0.00,0.00,9.1
2008-10-24,6.1,20999.23,0.00,0.00,0.00,8.4
2008-10-25,7.9,34669.08,0.00,0.00,0.00,11.3
2008-10-26,7.3,35685.79,0.00,0.00,0.00,13.7
2008-10-27,8.8,35584.76,0.00,0.00,0.00,9.2
2008-10-28,9.4,35484.60,0.00,0.00,0.00,10.5
2008-10-29,8.8,26508.53,0.00,0.00,0.00,12.7
2008-10-30,9.5,1475.12,0.00,0.00,0.00,11.7
2008-10-31,10.0,854.63,6.30,6.30,0.00,15.3
2008-11-01,10.5,4872.90,0.90,0.90,0.00,15.5
2008-11-02,9.3,21259.18,6.80,6.80,0.00,24.9
2008-11-03,7.9,9279.91,12.30,12.30,0.00,19.5
2008-11-04,5.7,21733.27,20.80,20.80,0.00,23.6
2008-11-05,5.6,23304.12,0.00,0.00,0.00,11.9
2008-11-06,8.2,0.00,51.60,51.60,0.00,21.8
2008-11-07,11.4,0.00,35.50,35.50,0.00,19.3
2008-11-08,9.6,20537.14,8.60,8.60,0.00,21.8
2008-11-09,8.6,374.20,7.40,7.40,0.00,15.6
2008-11-10,8.3,22803.06,3.10,3.10,0.00,22.8
2008-11-11,7.8,966.00,18.30,18.30,0.00,23.9
2008-11-12,10.8,0.00,46.60,46.60,0.00,29.6
2008-11-13,6.9,31783.72,5.30,5.30,0.00,8.6
2008-11-14,5.9,29510.56,0.00,0.00,0.00,8.7
2008-11-15,7.7,31184.40,0.00,0.00,0.00,8.9
2008-11-16,8.3,26045.09,0.00,0.00,0.00,6.5
2008-11-17,9.2,27581.23,0.00,0.00,0.00,14.0
2008-11-18,7.8,12877.58,0.90,0.90,0.00,11.5
2008-11-19,6.1,29538.85,0.00,0.00,0.00,9.4
2008-11-20,6.3,1377.78,7.20,7.20,0.00,24.3
2008-11-21,6.8,14605.16,3.50,3.50,0.00,22.0
2008-11-22,5.2,25020.58,3.00,3.00,0.00,18.1
2008-11-23,3.7,29182.51,0.00,0.00,0.00,11.4
2008-11-24,5.1,26384.05,0.00,0.00,0.00,11.6
2008-11-25,5.5,1812.55,4.00,4.00,0.00,15.3
2008-11-26,3.6,24852.19,0.00,0.00,0.00,13.4
2008-11-27,4.4,27971.50,1.10,1.10,0.00,17.2
2008-11-28,7.1,0.00,8.30,8.30,0.00,22.0
2008-11-29,9.3,11.99,11.10,11.10,0.00,16.9
2008-11-30,10.3,18000.46,0.90,0.90,0.00,8.1
2008-12-01,8.9,20995.33,3.90,3.90,0.00,20.2
2008-12-02,8.1,12716.96,0.00,0.00,0.00,14.8
2008-12-03,5.9,6209.41,0.10,0.10,0.00,9.9
2008-12-04,3.4,28800.00,0.00,0.00,0.00,8.7
2008-12-05,3.7,28800.00,0.00,0.00,0.00,7.1
2008-12-06,5.6,18698.30,0.80,0.80,0.00,16.7
2008-12-07,6.1,10504.96,15.60,15.60,0.00,18.6
2008-12-08,4.4,22439.77,0.60,0.60,0.00,11.7
2008-12-09,5.0,0.00,2.60,2.60,0.00,16.0
2008-12-10,6.5,0.00,2.60,2.60,0.00,15.6
2008-12-11,4.3,18960.17,0.00,0.00,0.00,13.1
2008-12-12,2.5,412.31,14.50,13.30,0.84,39.6
2008-12-13,1.6,18891.62,7.70,5.70,1.40,11.4
2008-12-14,-3.3,28267.28,1.50,0.30,0.98,23.9
2008-12-15,-4.1,28800.00,0.00,0.00,0.00,15.5
2008-12-16,-4.2,28800.00,0.00,0.00,0.00,20.0
2008-12-17,-0.4,4187.32,7.60,3.30,3.01,26.3
2008-12-18,-2.8,12373.96,7.70,0.90,5.04,17.6
2008-12-19,-8.0,28800.00,0.00,0.00,0.00,10.5
2008-12-20,-9.3,11670.71,6.60,0.00,4.69,23.3
2008-12-21,-5.3,0.00,13.70,0.20,9.52,25.3
2008-12-22,-2.5,18367.55,1.90,0.10,1.47,16.7
2008-12-23,-3.0,25436.95,0.00,0.00,0.00,11.7
2008-12-24,-0.4,685.98,9.90,4.30,3.92,25.7
2008-12-25,-0.5,17833.13,4.40,2.00,1.68,16.9
2008-12-26,0.2,0.00,6.20,5.30,0.63,26.8
2008-12-27,4.0,0.00,25.10,25.10,0.00,29.5
2008-12-28,2.5,17649.83,11.00,11.00,0.00,18.4
2008-12-29,2.2,16757.68,5.40,5.40,0.00,36.1
2008-12-30,1.9,17988.61,1.90,1.50,0.28,20.2
2008-12-31,2.0,1053.45,8.90,8.30,0.42,28.1
2009-01-01,2.2,0.00,21.90,19.90,1.40,18.7
2009-01-02,-0.1,28775.00,3.70,1.60,1.68,18.7
2009-01-03,-0.1,19902.77,2.50,1.10,1.05,17.7
2009-01-04,-0.3,0.00,12.80,1.70,7.77,25.9
2009-01-05,2.7,2537.48,11.50,8.70,1.96,26.2
2009-01-06,5.8,0.00,30.70,30.70,0.00,29.3
2009-01-07,8.4,0.00,51.50,51.50,0.00,29.6
2009-01-08,5.2,19015.37,16.70,16.70,0.00,25.0
2009-01-09,2.4,11843.93,0.00,0.00,0.00,19.0
2009-01-10,3.4,0.00,13.20,13.20,0.00,22.1
2009-01-11,6.1,316.37,7.50,7.50,0.00,16.1
2009-01-12,6.4,7210.13,1.00,1.00,0.00,10.0
2009-01-13,5.4,15295.70,0.00,0.00,0.00,7.2
2009-01-14,3.3,31059.42,0.00,0.00,0.00,10.5
2009-01-15,2.2,30851.49,0.00,0.00,0.00,8.3
2009-01-16,1.4,31227.46,0.00,0.00,0.00,9.1
2009-01-17,1.9,31313.84,0.00,0.00,0.00,10.2
2009-01-18,3.3,31401.57,0.00,0.00,0.00,13.1
2009-01-19,2.6,31490.51,0.00,0.00,0.00,11.3
2009-01-20,1.8,31580.50,0.00,0.00,0.00,10.7
2009-01-21,0.6,29394.46,0.00,0.00,0.00,8.7
2009-01-22,1.0,31763.06,0.00,0.00,0.00,8.1
2009-01-23,0.0,31855.33,0.00,0.00,0.00,8.0
2009-01-24,-0.0,26951.67,0.00,0.00,0.00,8.0
2009-01-25,0.2,24874.70,1.00,0.30,0.63,14.0
2009-01-26,-2.0,32134.43,0.00,0.00,0.00,13.3
2009-01-27,1.0,2137.20,4.50,2.60,1.33,26.2
2009-01-28,2.2,26063.50,1.20,1.20,0.00,10.5
2009-01-29,2.5,4795.76,0.20,0.20,0.00,12.9
2009-01-30,2.1,25813.36,1.50,1.50,0.00,22.6
2009-01-31,1.6,32400.00,0.40,0.40,0.00,12.6
2009-02-01,2.0,455.52,0.90,0.70,0.14,13.5
2009-02-02,4.9,27383.86,0.30,0.30,0.00,15.7
2009-02-03,3.6,32400.00,0.00,0.00,0.00,11.8
2009-02-04,5.6,29599.26,0.00,0.00,0.00,11.3
2009-02-05,4.4,11568.63,0.00,0.00,0.00,8.7
2009-02-06,4.0,10936.62,2.20,2.20,0.00,11.3
2009-02-07,3.7,33049.46,0.00,0.00,0.00,4.2
2009-02-08,3.0,19075.99,0.00,0.00,0.00,16.2
2009-02-09,1.1,33318.85,7.30,4.90,1.75,15.0
2009-02-10,0.1,0.00,4.30,1.70,1.96,17.8
2009-02-11,1.6,34424.68,0.00,0.00,0.00,13.9
2009-02-12,0.9,33505.65,0.00,0.00,0.00,12.6
2009-02-13,1.4,33103.69,0.00,0.00,0.00,14.2
2009-02-14,1.9,33047.24,0.20,0.20,0.00,7.3
